GoodOriginalWPMCount,GoodOriginalCPSCount,GoodOriginalRowCount,GoodOriginalCharactersPerRowCount,GoodTranslationWPMCount,GoodTranslationCPSCount,GoodTranslationRowCount,GoodTranslationCharactersPerRowCount,GoodOriginalSubtitleCountWPM,GoodTranslationSubtitleCountWPM,GoodOriginalSubtitleCountCPS,GoodTranslationSubtitleCountCPS
0.515,0.657,1.0,0.959,0.497,0.677,0.956,1.0,0.506,0.485,0.64,0.66
