SubtitleIndex,OriginalWPM,OriginalCPM,OriginalRowCount,OriginalCharactersPerRow,TranslationWPM,TranslationCPM,TranslationRowCount,TranslationCharactersPerRow,isOriginalWPMGood,isOriginalCPSGood,isOriginalRowCountGood,isOriginalCharacterCountGood,isTranslationWPMGood,isTranslationCPSGood,isTranslationRowCountGood,isTranslationCharacterCountGood,isOriginalGoodWPM,isTranslationGoodWPM,isOriginalGoodCPS,isTranslationGoodCPS
560,184.388,16.595,1,27,184.388,18.439,1,30,False,True,True,True,False,False,True,True,False,False,True,False
561,309.735,22.124,2,60,199.115,20.649,2,56,False,False,True,True,False,False,True,True,False,False,False,False
562,205.479,14.384,1,21,205.479,17.808,1,26,False,True,True,True,False,False,True,True,False,False,True,False
563,165.899,12.903,1,14,110.599,11.982,1,13,True,True,True,True,True,True,True,True,True,True,True,True
564,276.498,22.12,2,48,248.848,20.737,2,45,False,False,True,True,False,False,True,True,False,False,False,False
565,119.88,7.992,1,8,119.88,11.988,1,12,True,True,True,True,True,True,True,True,True,True,True,True
566,310.296,22.567,2,48,197.461,19.746,2,42,False,False,True,True,False,False,True,True,False,False,False,False
567,284.192,19.834,2,67,177.62,18.65,2,63,False,False,True,False,False,False,True,True,False,False,False,False
568,123.288,10.274,1,15,123.288,14.384,1,21,True,True,True,True,True,True,True,True,True,True,True,True
569,157.895,14.62,2,50,140.351,12.865,2,44,True,True,True,True,True,True,True,True,True,True,True,True
570,230.216,16.787,1,35,201.439,16.307,1,34,False,True,True,True,False,True,True,True,False,False,True,True
571,154.867,12.906,1,35,132.743,12.168,1,33,True,True,True,True,True,True,True,True,True,True,True,True
572,217.865,15.251,1,21,130.719,11.619,1,16,False,True,True,True,True,True,True,True,False,True,True,True
573,119.84,14.647,2,44,99.867,12.983,2,39,True,True,True,True,True,True,True,True,True,True,True,True
574,99.256,11.58,1,14,148.883,16.543,1,20,True,True,True,True,True,True,True,True,True,True,True,True
575,73.755,11.063,1,18,73.755,11.678,1,19,True,True,True,True,True,True,True,True,True,True,True,True
576,231.839,21.638,1,28,139.104,23.184,1,30,False,False,True,True,True,False,True,True,False,True,False,False
577,123.203,15.743,1,23,123.203,17.112,1,25,True,True,True,True,True,False,True,True,True,True,True,False
578,173.913,14.229,2,54,126.482,12.648,2,48,True,True,True,True,True,True,True,True,True,True,True,True
579,271.493,20.362,2,45,217.195,20.362,2,45,False,False,True,True,False,False,True,True,False,False,False,False
580,110.676,11.759,2,51,110.676,11.529,2,50,True,True,True,True,True,True,True,True,True,True,True,True
581,213.938,19.449,2,60,155.592,14.911,2,46,False,False,True,True,False,True,True,True,False,False,False,True
582,245.023,17.356,1,34,214.395,15.314,1,30,False,False,True,True,False,True,True,True,False,False,False,True
583,224.159,18.369,2,59,186.8,17.123,2,55,False,False,True,True,False,False,True,True,False,False,False,False
584,84.567,5.638,1,8,84.567,9.866,1,14,True,True,True,True,True,True,True,True,True,True,True,True
585,185.471,15.456,1,20,185.471,21.638,1,28,False,True,True,True,False,False,True,True,False,False,True,False
586,59.88,5.988,1,6,59.88,5.988,1,6,True,True,True,True,True,True,True,True,True,True,True,True
587,240.0,22.286,1,39,102.857,13.143,1,23,False,False,True,False,True,True,True,True,False,True,False,True
588,125.043,11.115,1,32,104.203,10.073,1,29,True,True,True,True,True,True,True,True,True,True,True,True
589,57.526,5.753,1,6,57.526,6.711,1,7,True,True,True,True,True,True,True,True,True,True,True,True
590,140.351,12.865,1,22,175.439,15.789,1,27,True,True,True,True,False,True,True,True,True,False,True,True
591,115.09,13.427,1,42,115.09,14.706,2,46,True,True,True,False,True,True,True,True,False,True,False,True
592,174.334,14.77,2,61,101.695,9.685,2,40,True,True,True,True,True,True,True,True,True,True,True,True
593,167.799,13.983,2,35,119.856,12.785,2,32,True,True,True,True,True,True,True,True,True,True,True,True
