SubtitleIndex,OriginalWPM,OriginalCPM,OriginalRowCount,OriginalCharactersPerRow,TranslationWPM,TranslationCPM,TranslationRowCount,TranslationCharactersPerRow,isOriginalWPMGood,isOriginalCPSGood,isOriginalRowCountGood,isOriginalCharacterCountGood,isTranslationWPMGood,isTranslationCPSGood,isTranslationRowCountGood,isTranslationCharacterCountGood,isOriginalGoodWPM,isTranslationGoodWPM,isOriginalGoodCPS,isTranslationGoodCPS
329,239.76,15.984,1,32,179.82,14.985,1,30,False,True,True,True,False,True,True,True,False,False,True,True
330,203.528,14.247,2,63,176.391,12.89,2,57,False,True,True,True,False,True,True,True,False,False,True,True
331,143.655,7.981,1,10,143.655,10.375,1,13,True,True,True,True,True,True,True,True,True,True,True,True
332,144.0,10.4,1,13,144.0,10.4,1,13,True,True,True,True,True,True,True,True,True,True,True,True
333,139.104,9.274,1,12,139.104,11.592,1,15,True,True,True,True,True,True,True,True,True,True,True,True
334,145.675,14.264,2,47,145.675,14.568,2,48,True,True,True,True,True,True,True,True,True,True,True,True
335,77.359,7.22,1,28,77.359,9.283,1,36,True,True,True,True,True,True,True,True,True,True,True,True
336,120.0,10.0,1,10,120.0,10.0,1,10,True,True,True,True,True,True,True,True,True,True,True,True
337,60.0,7.0,1,7,60.0,7.0,1,7,True,True,True,True,True,True,True,True,True,True,True,True
338,42.313,2.821,1,4,42.313,2.821,1,4,True,True,True,True,True,True,True,True,True,True,True,True
339,44.91,2.994,1,4,44.91,2.994,1,4,True,True,True,True,True,True,True,True,True,True,True,True
340,107.914,8.993,1,15,107.914,10.192,1,17,True,True,True,True,True,True,True,True,True,True,True,True
341,299.7,23.477,2,47,239.76,20.48,2,41,False,False,True,True,False,False,True,True,False,False,False,False
342,139.319,9.288,1,12,92.879,10.062,1,13,True,True,True,True,True,True,True,True,True,True,True,True
343,179.775,13.483,1,18,134.831,13.483,1,18,True,True,True,True,True,True,True,True,True,True,True,True
344,253.789,21.502,2,61,211.491,23.264,2,66,False,False,True,True,False,False,True,True,False,False,False,False
345,179.964,16.197,1,27,143.971,14.997,1,25,True,True,True,True,True,True,True,True,True,True,True,True
346,214.286,18.878,1,37,122.449,16.837,1,33,False,False,True,True,True,True,True,True,False,True,False,True
347,230.216,17.746,1,37,201.439,16.307,1,34,False,False,True,True,False,True,True,True,False,False,False,True
348,304.688,25.0,2,64,234.375,19.141,2,49,False,False,True,False,False,False,True,True,False,False,False,False
349,157.0,11.775,1,27,130.833,12.647,1,29,True,True,True,True,True,True,True,True,True,True,True,True
350,231.929,19.714,2,51,139.157,17.395,2,45,False,False,True,True,True,False,True,True,False,True,False,False
351,228.397,20.936,2,55,205.558,18.652,2,49,False,False,True,True,False,False,True,True,False,False,False,False
352,183.673,15.816,1,31,183.673,15.816,1,31,False,True,True,True,False,True,True,True,False,False,True,True
353,233.743,20.078,2,67,215.763,23.075,3,77,False,False,True,True,False,False,False,True,False,False,False,False
354,248.848,18.894,2,41,248.848,22.12,2,48,False,False,True,True,False,False,True,True,False,False,False,False
355,163.488,14.169,1,26,130.79,16.349,1,30,True,True,True,True,True,True,True,True,True,True,True,True
356,151.515,13.258,1,21,151.515,12.626,1,20,True,True,True,True,False,True,True,True,True,False,True,True
357,239.68,17.976,1,27,159.787,11.984,1,18,False,False,True,True,False,True,True,True,False,False,False,True
358,258.462,19.692,1,32,147.692,12.923,1,21,False,False,True,True,True,True,True,True,False,True,False,True
359,277.778,23.148,2,55,202.02,19.36,2,46,False,False,True,True,False,False,True,True,False,False,False,False
360,176.211,16.642,1,34,146.843,14.684,1,30,True,True,True,True,True,True,True,True,True,True,True,True
361,148.044,16.214,2,46,148.044,16.567,2,47,True,True,True,True,True,True,True,True,True,True,True,True
362,154.679,15.21,2,59,108.275,11.601,2,45,True,True,True,True,True,True,True,True,True,True,True,True
363,169.252,16.455,1,35,141.044,13.634,1,29,True,True,True,True,True,True,True,True,True,True,True,True
364,170.103,13.144,2,51,77.32,8.763,2,34,True,True,True,True,True,True,True,True,True,True,True,True
365,281.543,23.462,2,45,218.978,19.812,2,38,False,False,True,True,False,False,True,True,False,False,False,False
366,149.007,11.589,1,14,99.338,10.762,1,13,True,True,True,True,True,True,True,True,True,True,True,True
367,184.932,17.123,2,50,102.74,11.644,2,34,False,False,True,True,True,True,True,True,False,True,False,True
368,123.288,9.932,1,29,123.288,10.959,1,32,True,True,True,True,True,True,True,True,True,True,True,True
369,53.333,3.556,1,4,53.333,4.444,1,5,True,True,True,True,True,True,True,True,True,True,True,True
370,146.699,14.67,1,30,117.359,17.604,1,36,True,True,True,True,True,False,True,True,True,True,True,False
371,232.64,18.329,2,52,211.491,21.149,2,60,False,False,True,True,False,False,True,True,False,False,False,False
372,92.772,9.277,1,24,92.772,9.277,1,24,True,True,True,True,True,True,True,True,True,True,True,True
373,154.11,14.269,2,50,102.74,8.276,2,29,True,True,True,True,True,True,True,True,True,True,True,True
374,117.417,10.763,1,22,58.708,7.828,1,16,True,True,True,True,True,True,True,True,True,True,True,True
375,205.479,17.123,2,55,242.839,22.105,3,71,False,False,True,True,False,False,False,True,False,False,False,False
376,139.211,11.601,1,15,92.807,6.961,1,9,True,True,True,True,True,True,True,True,True,True,True,True
377,179.82,16.484,1,33,179.82,14.985,1,30,True,True,True,True,False,True,True,True,True,False,True,True
378,130.719,13.798,1,19,87.146,7.988,1,11,True,True,True,True,True,True,True,True,True,True,True,True
379,103.806,8.156,1,33,88.977,11.122,2,45,True,True,True,True,True,True,True,True,True,True,True,True
380,161.29,13.665,2,61,147.849,14.113,3,63,True,True,True,True,True,True,False,True,True,False,True,False
381,150.268,16.458,2,46,128.801,15.742,2,44,True,True,True,True,True,True,True,True,True,True,True,True
382,133.817,15.054,2,54,133.817,14.218,2,51,True,True,True,True,True,True,True,True,True,True,True,True
383,159.817,13.318,1,35,136.986,12.557,1,33,True,True,True,True,True,True,True,True,True,True,True,True
384,102.74,10.488,2,49,102.74,10.488,2,49,True,True,True,True,True,True,True,True,True,True,True,True
385,92.736,12.365,1,16,46.368,6.182,1,8,True,True,True,True,True,True,True,True,True,True,True,True
386,174.545,16.0,1,22,130.909,12.364,1,17,True,True,True,True,True,True,True,True,True,True,True,True
387,143.885,14.788,1,37,167.866,14.788,1,37,True,True,True,True,False,True,True,True,True,False,True,True
388,139.319,12.384,1,16,185.759,16.254,1,21,True,True,True,True,False,True,True,True,True,False,True,True
389,49.587,5.785,1,7,49.587,4.959,1,6,True,True,True,True,True,True,True,True,True,True,True,True
390,256.959,18.844,2,44,179.872,17.131,2,40,False,False,True,True,False,False,True,True,False,False,False,False
391,164.384,15.753,2,46,123.288,14.384,2,42,True,True,True,True,True,True,True,True,True,True,True,True
392,156.134,11.524,2,62,122.677,11.524,2,62,True,True,True,False,True,True,True,True,False,True,False,True
393,93.799,9.38,1,18,93.799,8.859,1,17,True,True,True,True,True,True,True,True,True,True,True,True
394,239.808,18.785,2,47,191.847,20.384,2,51,False,False,True,True,False,False,True,True,False,False,False,False
395,239.76,15.984,1,16,179.82,12.987,1,13,False,True,True,True,False,True,True,True,False,False,True,True
396,158.061,12.118,2,46,142.255,13.172,2,50,True,True,True,True,True,True,True,True,True,True,True,True
397,161.822,14.384,2,48,125.862,11.987,2,40,True,True,True,True,True,True,True,True,True,True,True,True
398,145.985,10.428,1,30,125.13,11.123,1,32,True,True,True,True,True,True,True,True,True,True,True,True
399,234.114,18.952,1,34,234.114,22.297,2,40,False,False,True,True,False,False,True,True,False,False,False,False
400,179.856,14.388,1,24,143.885,18.585,1,31,True,True,True,True,True,False,True,True,True,True,True,False
401,31.266,3.127,1,6,31.266,3.648,1,7,True,True,True,True,True,True,True,True,True,True,True,True
402,161.822,13.785,2,46,197.782,15.583,2,52,True,True,True,True,False,True,True,True,True,False,True,True
403,221.239,15.487,2,42,154.867,18.068,2,49,False,True,True,True,False,False,True,True,False,False,True,False
